"","GEOID","year","FRR_NAME","county","percf_acr","percf_op","diff"
"813","19101",2017,"Heartland","Jefferson",29.58,30.85,-1.27
"814","19103",2017,"Heartland","Johnson",18.99,29.71,-10.72
"815","19105",2017,"Heartland","Jones",22.05,29.62,-7.57
"816","19107",2017,"Heartland","Keokuk",22.3,28.66,-6.36
"817","19109",2017,"Heartland","Kossuth",13.78,21.32,-7.54
"818","19111",2017,"Heartland","Lee",23.79,29.91,-6.12
"819","19113",2017,"Heartland","Linn",28.39,33.26,-4.87
"820","19115",2017,"Heartland","Louisa",19.5,28.09,-8.59
"821","19117",2017,"Heartland","Lucas",28.08,36.2,-8.12
"822","19119",2017,"Heartland","Lyon",20.35,21.9,-1.55
"823","19121",2017,"Heartland","Madison",15.86,33.41,-17.55
"824","19123",2017,"Heartland","Mahaska",19.97,28.07,-8.1
"825","19125",2017,"Heartland","Marion",23.32,31.11,-7.79
"826","19127",2017,"Heartland","Marshall",21.3,29.47,-8.17
"827","19129",2017,"Heartland","Mills",17.87,30.51,-12.64
"828","19131",2017,"Heartland","Mitchell",15.77,21.7,-5.93
"829","19133",2017,"Heartland","Monona",19.23,27.13,-7.9
"830","19135",2017,"Heartland","Monroe",27.22,32.18,-4.96
"831","19137",2017,"Heartland","Montgomery",22.8,23.93,-1.13
"832","19139",2017,"Heartland","Muscatine",15.85,29.42,-13.57
"833","19141",2017,"Heartland","O'Brien",16.05,21.12,-5.07
"834","19143",2017,"Heartland","Osceola",13.43,19.8,-6.37
"835","19145",2017,"Heartland","Page",15.1,26.27,-11.17
"836","19147",2017,"Heartland","Palo Alto",19.64,23.79,-4.15
"837","19149",2017,"Heartland","Plymouth",14.76,18.95,-4.19
"838","19151",2017,"Heartland","Pocahontas",15.32,21.18,-5.86
"839","19153",2017,"Heartland","Polk",19.59,36.13,-16.54
"840","19155",2017,"Heartland","Pottawattamie",19.89,27.49,-7.6
"841","19157",2017,"Heartland","Poweshiek",24.12,26.96,-2.84
"842","19159",2017,"Heartland","Ringgold",22.91,32.44,-9.53
"843","19161",2017,"Heartland","Sac",15.65,24.79,-9.14
"844","19163",2017,"Heartland","Scott",23.18,25.63,-2.45
"845","19165",2017,"Heartland","Shelby",19.95,25.6,-5.65
"846","19167",2017,"Heartland","Sioux",14.79,20.18,-5.39
"847","19169",2017,"Heartland","Story",15.38,29.42,-14.04
"848","19171",2017,"Heartland","Tama",16.51,25.71,-9.2
"849","19173",2017,"Heartland","Taylor",28.21,34.01,-5.8
"850","19175",2017,"Heartland","Union",21.58,31.55,-9.97
"851","19177",2017,"Heartland","Van Buren",25.2,31.08,-5.88
"852","19179",2017,"Heartland","Wapello",31.46,35.22,-3.76
"853","19181",2017,"Heartland","Warren",24.35,33.23,-8.88
"854","19183",2017,"Heartland","Washington",20.54,27.62,-7.08
"855","19185",2017,"Heartland","Wayne",33.5,34.6,-1.1
"856","19187",2017,"Heartland","Webster",17.14,29.3,-12.16
"857","19189",2017,"Heartland","Winnebago",17.59,28.22,-10.63
"858","19191",2017,"Heartland","Winneshiek",18.91,27.18,-8.27
"859","19193",2017,"Heartland","Woodbury",22.47,31.06,-8.59
"860","19195",2017,"Heartland","Worth",15.29,21.06,-5.77
"861","19197",2017,"Heartland","Wright",20.29,25.48,-5.19
"862","20001",2017,"Prairie Gateway","Allen",19.48,26.32,-6.84
"863","20003",2017,"Prairie Gateway","Anderson",17.47,24.52,-7.05
"864","20005",2017,"Prairie Gateway","Atchison",11.31,20.15,-8.84
"865","20007",2017,"Prairie Gateway","Barber",17.57,21,-3.43
"866","20009",2017,"Prairie Gateway","Barton",13.97,21.28,-7.31
"867","20011",2017,"Prairie Gateway","Bourbon",20.98,27.54,-6.56
"868","20013",2017,"Prairie Gateway","Brown",11.94,17.56,-5.62
"869","20015",2017,"Prairie Gateway","Butler",16.19,28.73,-12.54
"870","20017",2017,"Prairie Gateway","Chase",17.45,27.84,-10.39
"871","20019",2017,"Prairie Gateway","Chautauqua",23.37,33.47,-10.1
"872","20021",2017,"Prairie Gateway","Cherokee",16.38,26.47,-10.09
"873","20023",2017,"Prairie Gateway","Cheyenne",19.66,26.91,-7.25
"874","20025",2017,"Prairie Gateway","Clark",18.79,32.34,-13.55
"875","20027",2017,"Prairie Gateway","Clay",15.08,21.41,-6.33
"876","20029",2017,"Prairie Gateway","Cloud",16.07,23.89,-7.82
"877","20031",2017,"Prairie Gateway","Coffey",22.38,25.79,-3.41
"878","20033",2017,"Prairie Gateway","Comanche",15.35,27.39,-12.04
"879","20035",2017,"Prairie Gateway","Cowley",16.82,25.2,-8.38
"880","20037",2017,"Prairie Gateway","Crawford",20.23,26.56,-6.33
"881","20039",2017,"Prairie Gateway","Decatur",15.99,25.81,-9.82
"882","20041",2017,"Prairie Gateway","Dickinson",16.41,25.8,-9.39
"883","20043",2017,"Prairie Gateway","Doniphan",14.01,22.72,-8.71
"884","20045",2017,"Prairie Gateway","Douglas",19.88,32.54,-12.66
"885","20047",2017,"Prairie Gateway","Edwards",17.19,29.37,-12.18
"886","20049",2017,"Prairie Gateway","Elk",21.8,28.82,-7.02
"887","20051",2017,"Prairie Gateway","Ellis",20.1,23.11,-3.01
"888","20053",2017,"Prairie Gateway","Ellsworth",28.32,27.65,0.670000000000002
"889","20055",2017,"Prairie Gateway","Finney",15.06,25.75,-10.69
"890","20057",2017,"Prairie Gateway","Ford",21.16,25.04,-3.88
"891","20059",2017,"Prairie Gateway","Franklin",23.51,31.97,-8.46
"892","20061",2017,"Prairie Gateway","Geary",17.37,26.49,-9.12
"893","20063",2017,"Prairie Gateway","Gove",14.91,22.49,-7.58
"894","20065",2017,"Prairie Gateway","Graham",22.82,34.11,-11.29
"895","20067",2017,"Prairie Gateway","Grant",20.45,26.09,-5.64
"896","20069",2017,"Prairie Gateway","Gray",14.73,24.84,-10.11
"897","20071",2017,"Prairie Gateway","Greeley",28.59,35.14,-6.55
"898","20073",2017,"Prairie Gateway","Greenwood",17.44,21.56,-4.12
"899","20075",2017,"Prairie Gateway","Hamilton",37.47,41.47,-4
"900","20077",2017,"Prairie Gateway","Harper",14.28,20.15,-5.87
"901","20079",2017,"Prairie Gateway","Harvey",11.29,23.98,-12.69
"902","20081",2017,"Prairie Gateway","Haskell",20.96,22.62,-1.66
"903","20083",2017,"Prairie Gateway","Hodgeman",18.69,25.25,-6.56
"904","20085",2017,"Prairie Gateway","Jackson",20.73,28.53,-7.8
"905","20087",2017,"Prairie Gateway","Jefferson",29.95,30.62,-0.670000000000002
"906","20089",2017,"Prairie Gateway","Jewell",15.17,18.85,-3.68
"907","20091",2017,"Prairie Gateway","Johnson",23.87,33.56,-9.69
"908","20093",2017,"Prairie Gateway","Kearny",19.86,30.68,-10.82
"909","20095",2017,"Prairie Gateway","Kingman",16.65,24.16,-7.51
"910","20097",2017,"Prairie Gateway","Kiowa",23.07,24.52,-1.45
"911","20099",2017,"Prairie Gateway","Labette",23.19,27.46,-4.27
"912","20101",2017,"Prairie Gateway","Lane",20.31,30.18,-9.87
"913","20103",2017,"Prairie Gateway","Leavenworth",26.98,27.04,-0.0599999999999987
"914","20105",2017,"Prairie Gateway","Lincoln",17.01,28.54,-11.53
"915","20107",2017,"Prairie Gateway","Linn",19.36,28.67,-9.31
"916","20109",2017,"Prairie Gateway","Logan",20.33,22.53,-2.2
"917","20111",2017,"Prairie Gateway","Lyon",17.36,25.76,-8.4
"918","20113",2017,"Prairie Gateway","McPherson",18.09,21.29,-3.2
"919","20115",2017,"Prairie Gateway","Marion",13.91,21.67,-7.76
"920","20117",2017,"Prairie Gateway","Marshall",18.8,23.44,-4.64
"921","20119",2017,"Prairie Gateway","Meade",13.11,23.06,-9.95
"922","20121",2017,"Prairie Gateway","Miami",21.25,28.85,-7.6
"923","20123",2017,"Prairie Gateway","Mitchell",20.32,21.91,-1.59
"924","20125",2017,"Prairie Gateway","Montgomery",23.99,31.48,-7.49
"925","20127",2017,"Prairie Gateway","Morris",20.91,28.39,-7.48
"926","20129",2017,"Prairie Gateway","Morton",19.15,36.9,-17.75
"927","20131",2017,"Prairie Gateway","Nemaha",16.36,19.58,-3.22
"928","20133",2017,"Prairie Gateway","Neosho",17.68,27.88,-10.2
"929","20135",2017,"Prairie Gateway","Ness",19.42,24.92,-5.5
"930","20137",2017,"Prairie Gateway","Norton",17.04,24.19,-7.15
"931","20139",2017,"Prairie Gateway","Osage",19.3,26.08,-6.78
"932","20141",2017,"Prairie Gateway","Osborne",16.22,21.43,-5.21
"933","20143",2017,"Prairie Gateway","Ottawa",21.01,21.71,-0.699999999999999
"934","20145",2017,"Prairie Gateway","Pawnee",13.06,22.63,-9.57
"935","20147",2017,"Prairie Gateway","Phillips",11.95,21.11,-9.16
"936","20149",2017,"Prairie Gateway","Pottawatomie",23.48,26.12,-2.64
"937","20151",2017,"Prairie Gateway","Pratt",22.48,28.14,-5.66
"938","20153",2017,"Prairie Gateway","Rawlins",20.78,23.38,-2.6
"939","20155",2017,"Prairie Gateway","Reno",21.63,27.43,-5.8
"940","20157",2017,"Prairie Gateway","Republic",15.23,19.78,-4.55
"941","20159",2017,"Prairie Gateway","Rice",15.57,24.91,-9.34
"942","20161",2017,"Prairie Gateway","Riley",18.12,24.26,-6.14
"943","20163",2017,"Prairie Gateway","Rooks",12.58,23.82,-11.24
"944","20165",2017,"Prairie Gateway","Rush",16.23,26.44,-10.21
"945","20167",2017,"Prairie Gateway","Russell",15.58,25.04,-9.46
"946","20169",2017,"Prairie Gateway","Saline",21.64,23.83,-2.19
"947","20171",2017,"Prairie Gateway","Scott",26,21.9,4.1
"948","20173",2017,"Prairie Gateway","Sedgwick",9.15,22.76,-13.61
"949","20175",2017,"Prairie Gateway","Seward",26.08,31.56,-5.48
"950","20177",2017,"Prairie Gateway","Shawnee",19.31,27.12,-7.81
"951","20179",2017,"Prairie Gateway","Sheridan",15.96,16.98,-1.02
"952","20181",2017,"Prairie Gateway","Sherman",21.19,29,-7.81
"953","20183",2017,"Prairie Gateway","Smith",11.72,21.62,-9.9
"954","20185",2017,"Prairie Gateway","Stafford",15.7,27.81,-12.11
"955","20187",2017,"Prairie Gateway","Stanton",23.11,33.07,-9.96
"956","20189",2017,"Prairie Gateway","Stevens",22.55,34.6,-12.05
"957","20191",2017,"Prairie Gateway","Sumner",17.43,24.96,-7.53
"958","20193",2017,"Prairie Gateway","Thomas",26.74,28.05,-1.31
"959","20195",2017,"Prairie Gateway","Trego",18.3,21.57,-3.27
"960","20197",2017,"Prairie Gateway","Wabaunsee",17.57,26.09,-8.52
"961","20199",2017,"Prairie Gateway","Wallace",27.41,31.23,-3.82
"962","20201",2017,"Prairie Gateway","Washington",19.13,24.88,-5.75
"963","20203",2017,"Prairie Gateway","Wichita",19.43,26.9,-7.47
"964","20205",2017,"Prairie Gateway","Wilson",20.85,27.86,-7.01
"965","20207",2017,"Prairie Gateway","Woodson",17.96,24.73,-6.77
"966","20209",2017,"Prairie Gateway","Wyandotte",15.32,31.38,-16.06
"967","21001",2017,"Eastern Uplands","Adair",17.25,23.5,-6.25
"968","21003",2017,"Eastern Uplands","Allen",20.08,26.12,-6.04
"969","21005",2017,"Eastern Uplands","Anderson",19.24,29.33,-10.09
"970","21007",2017,"Heartland","Ballard",8.88,26.03,-17.15
"971","21009",2017,"Eastern Uplands","Barren",15.31,23.56,-8.25
"972","21011",2017,"Eastern Uplands","Bath",24.46,28.32,-3.86
"973","21013",2017,"Eastern Uplands","Bell",9.59,27.01,-17.42
"974","21015",2017,"Eastern Uplands","Boone",22.24,32,-9.76
"975","21017",2017,"Eastern Uplands","Bourbon",26.13,34.31,-8.18
"976","21019",2017,"Eastern Uplands","Boyd",18.98,28.17,-9.19
"977","21021",2017,"Eastern Uplands","Boyle",18.85,29.65,-10.8
"978","21023",2017,"Eastern Uplands","Bracken",25.62,27.69,-2.07
"979","21025",2017,"Eastern Uplands","Breathitt",31.93,35.5,-3.57
"980","21027",2017,"Eastern Uplands","Breckinridge",20.27,28.57,-8.3
"981","21029",2017,"Eastern Uplands","Bullitt",18.95,30.43,-11.48
"982","21031",2017,"Eastern Uplands","Butler",20.07,28.09,-8.02
"983","21033",2017,"Heartland","Caldwell",19.79,26.48,-6.69
"984","21035",2017,"Heartland","Calloway",15.79,27.19,-11.4
"985","21037",2017,"Eastern Uplands","Campbell",25.98,29.64,-3.66
"986","21039",2017,"Heartland","Carlisle",8.87,21.34,-12.47
"987","21041",2017,"Eastern Uplands","Carroll",21.62,30.97,-9.35
"988","21043",2017,"Eastern Uplands","Carter",23.1,26.42,-3.32
"989","21045",2017,"Eastern Uplands","Casey",21.82,27.01,-5.19
"990","21047",2017,"Heartland","Christian",13.56,22.36,-8.8
"991","21049",2017,"Eastern Uplands","Clark",25,31.29,-6.29
"992","21051",2017,"Eastern Uplands","Clay",32.2,27.87,4.33
"993","21053",2017,"Eastern Uplands","Clinton",12.93,16.03,-3.1
"994","21055",2017,"Heartland","Crittenden",22.14,24.64,-2.5
"995","21057",2017,"Eastern Uplands","Cumberland",22.99,22.03,0.959999999999997
"996","21059",2017,"Heartland","Daviess",10.78,20.62,-9.84
"997","21061",2017,"Eastern Uplands","Edmonson",24.3,26.77,-2.47
"998","21063",2017,"Eastern Uplands","Elliott",21.28,27.08,-5.8
"999","21065",2017,"Eastern Uplands","Estill",21.13,21.9,-0.77
"1000","21067",2017,"Eastern Uplands","Fayette",27.55,40.15,-12.6
"1001","21069",2017,"Eastern Uplands","Fleming",22.24,31.07,-8.83
"1002","21071",2017,"Eastern Uplands","Floyd",18.71,28.98,-10.27
"1003","21073",2017,"Eastern Uplands","Franklin",26.04,30.32,-4.28
"1004","21075",2017,"Heartland","Fulton",17.34,24.71,-7.37
"1005","21077",2017,"Eastern Uplands","Gallatin",16.29,24.4,-8.11
"1006","21079",2017,"Eastern Uplands","Garrard",24.79,30.37,-5.58
"1007","21081",2017,"Eastern Uplands","Grant",23.86,30.55,-6.69
"1008","21083",2017,"Heartland","Graves",18.4,26.09,-7.69
"1009","21085",2017,"Eastern Uplands","Grayson",23.32,26.29,-2.97
"1010","21087",2017,"Eastern Uplands","Green",23.44,28.32,-4.88
"1011","21089",2017,"Eastern Uplands","Greenup",25.2,29.46,-4.26
"1012","21091",2017,"Heartland","Hancock",26.08,28.86,-2.78
"1013","21093",2017,"Eastern Uplands","Hardin",19.35,27.96,-8.61
"1014","21095",2017,"Eastern Uplands","Harlan",12.31,38.78,-26.47
"1015","21097",2017,"Eastern Uplands","Harrison",24.99,32.85,-7.86
"1016","21099",2017,"Eastern Uplands","Hart",26.02,29.56,-3.54
"1017","21101",2017,"Heartland","Henderson",14.1,26.92,-12.82
"1018","21103",2017,"Eastern Uplands","Henry",21.69,28.25,-6.56
"1019","21105",2017,"Heartland","Hickman",18.09,26.12,-8.03
"1020","21107",2017,"Heartland","Hopkins",15.4,26.4,-11
"1021","21109",2017,"Eastern Uplands","Jackson",22.53,24.4,-1.87
"1022","21111",2017,"Eastern Uplands","Jefferson",27.58,31.99,-4.41
"1023","21113",2017,"Eastern Uplands","Jessamine",22.76,32.02,-9.26
"1024","21115",2017,"Eastern Uplands","Johnson",27.17,24.91,2.26
"1025","21117",2017,"Eastern Uplands","Kenton",24.16,31.26,-7.1
"1026","21119",2017,"Eastern Uplands","Knott",19.16,28.17,-9.01
"1027","21121",2017,"Eastern Uplands","Knox",23.25,26.54,-3.29
"1028","21123",2017,"Eastern Uplands","Larue",19.93,26.38,-6.45
"1029","21125",2017,"Eastern Uplands","Laurel",16.98,19.66,-2.68
"1030","21127",2017,"Eastern Uplands","Lawrence",24.68,27.03,-2.35
"1031","21129",2017,"Eastern Uplands","Lee",32.4,25.27,7.13
"1032","21131",2017,"Eastern Uplands","Leslie",24.74,30.56,-5.82
"1033","21133",2017,"Eastern Uplands","Letcher",22.85,25.86,-3.01
"1034","21135",2017,"Eastern Uplands","Lewis",25,22.26,2.74
"1035","21137",2017,"Eastern Uplands","Lincoln",20.38,27.25,-6.87
"1036","21139",2017,"Heartland","Livingston",25.07,33.47,-8.4
"1037","21141",2017,"Heartland","Logan",17.74,24.41,-6.67
"1038","21143",2017,"Heartland","Lyon",18.99,28.35,-9.36
"1039","21145",2017,"Heartland","McCracken",22.22,30.02,-7.8
"1040","21147",2017,"Eastern Uplands","McCreary",13.46,17.09,-3.63
"1041","21149",2017,"Heartland","McLean",13.8,24.71,-10.91
"1042","21151",2017,"Eastern Uplands","Madison",21.76,28.54,-6.78
"1043","21153",2017,"Eastern Uplands","Magoffin",20.06,25.24,-5.18
"1044","21155",2017,"Eastern Uplands","Marion",17.02,22.36,-5.34
"1045","21157",2017,"Heartland","Marshall",20.68,28.1,-7.42
"1046","21159",2017,"Eastern Uplands","Martin",58.92,41.18,17.74
"1047","21161",2017,"Eastern Uplands","Mason",16.77,26.13,-9.36
"1048","21163",2017,"Eastern Uplands","Meade",19.23,27.76,-8.53
"1049","21165",2017,"Eastern Uplands","Menifee",23.66,27.53,-3.87
"1050","21167",2017,"Eastern Uplands","Mercer",24.04,29.08,-5.04
"1051","21169",2017,"Eastern Uplands","Metcalfe",20.19,25.85,-5.66
"1052","21171",2017,"Eastern Uplands","Monroe",21.29,26.26,-4.97
"1053","21173",2017,"Eastern Uplands","Montgomery",18.35,29.75,-11.4
"1054","21175",2017,"Eastern Uplands","Morgan",21.65,24.72,-3.07
"1055","21177",2017,"Heartland","Muhlenberg",21.32,28.18,-6.86
"1056","21179",2017,"Eastern Uplands","Nelson",19.93,29.29,-9.36
"1057","21181",2017,"Eastern Uplands","Nicholas",19.49,30.96,-11.47
"1058","21183",2017,"Heartland","Ohio",20.42,26.51,-6.09
"1059","21185",2017,"Eastern Uplands","Oldham",33.32,42.3,-8.98
"1060","21187",2017,"Eastern Uplands","Owen",19.44,24.73,-5.29
"1061","21189",2017,"Eastern Uplands","Owsley",24.03,27.08,-3.05
"1062","21191",2017,"Eastern Uplands","Pendleton",24.8,31.05,-6.25
"1063","21193",2017,"Eastern Uplands","Perry",21.81,34.21,-12.4
"1064","21195",2017,"Eastern Uplands","Pike",33.93,35.14,-1.21
"1065","21197",2017,"Eastern Uplands","Powell",21.87,26.03,-4.16
"1066","21199",2017,"Eastern Uplands","Pulaski",20.3,26.08,-5.78
"1067","21201",2017,"Eastern Uplands","Robertson",26.04,25.5,0.539999999999999
"1068","21203",2017,"Eastern Uplands","Rockcastle",22.08,25.39,-3.31
"1069","21205",2017,"Eastern Uplands","Rowan",18.1,26.55,-8.45
"1070","21207",2017,"Eastern Uplands","Russell",19.4,24.37,-4.97
"1071","21209",2017,"Eastern Uplands","Scott",23.77,35.68,-11.91
"1072","21211",2017,"Eastern Uplands","Shelby",27.74,35.62,-7.88
"1073","21213",2017,"Heartland","Simpson",12.31,21.88,-9.57
"1074","21215",2017,"Eastern Uplands","Spencer",27.71,29.95,-2.24
"1075","21217",2017,"Eastern Uplands","Taylor",17.31,22.13,-4.82
"1076","21219",2017,"Heartland","Todd",13.08,20.73,-7.65
"1077","21221",2017,"Heartland","Trigg",27.77,29.82,-2.05
"1078","21223",2017,"Eastern Uplands","Trimble",23.49,26.02,-2.53
"1079","21225",2017,"Heartland","Union",16.61,24.16,-7.55
"1080","21227",2017,"Eastern Uplands","Warren",21.93,29.78,-7.85
"1081","21229",2017,"Eastern Uplands","Washington",21.19,28.27,-7.08
"1082","21231",2017,"Eastern Uplands","Wayne",22.16,22.55,-0.390000000000001
"1083","21233",2017,"Heartland","Webster",14.99,27.05,-12.06
"1084","21235",2017,"Eastern Uplands","Whitley",16.43,23.77,-7.34
"1085","21237",2017,"Eastern Uplands","Wolfe",25.3,28.92,-3.62
"1086","21239",2017,"Eastern Uplands","Woodford",24.24,36.36,-12.12
"1087","22001",2017,"Mississippi Portal","Acadia",14.27,26.75,-12.48
"1088","22003",2017,"Mississippi Portal","Allen",20.42,30.96,-10.54
"1089","22005",2017,"Mississippi Portal","Ascension",5.38,19.48,-14.1
"1090","22007",2017,"Mississippi Portal","Assumption",9.14,23.77,-14.63
"1091","22009",2017,"Mississippi Portal","Avoyelles",12.73,24.65,-11.92
"1092","22011",2017,"Mississippi Portal","Beauregard",26.59,32.03,-5.44
"1093","22013",2017,"Southern Seaboard","Bienville",20.08,15.26,4.82
"1094","22015",2017,"Southern Seaboard","Bossier",16.8,27.17,-10.37
"1095","22017",2017,"Southern Seaboard","Caddo",17.18,34.02,-16.84
"1096","22019",2017,"Mississippi Portal","Calcasieu",16.11,30.12,-14.01
"1097","22021",2017,"Southern Seaboard","Caldwell",18.59,33.01,-14.42
"1098","22023",2017,"Mississippi Portal","Cameron",16.38,20.29,-3.91
"1099","22025",2017,"Mississippi Portal","Catahoula",21.01,30.51,-9.5
"1100","22027",2017,"Southern Seaboard","Claiborne",12.99,24.4,-11.41
"1101","22029",2017,"Mississippi Portal","Concordia",26.09,31.78,-5.69
"1102","22031",2017,"Southern Seaboard","De Soto",25.9,27.78,-1.88
"1103","22033",2017,"Mississippi Portal","East Baton Rouge",21.55,29.53,-7.98
"1104","22035",2017,"Mississippi Portal","East Carroll",31.07,32.05,-0.979999999999997
"1105","22037",2017,"Mississippi Portal","East Feliciana",17.11,31.23,-14.12
"1106","22039",2017,"Mississippi Portal","Evangeline",17.44,26.85,-9.41
"1107","22041",2017,"Mississippi Portal","Franklin",20.9,25.49,-4.59
"1108","22043",2017,"Mississippi Portal","Grant",12.9,29.66,-16.76
"1109","22045",2017,"Mississippi Portal","Iberia",10.21,14.52,-4.31
"1110","22047",2017,"Mississippi Portal","Iberville",8.42,27.12,-18.7
"1111","22049",2017,"Southern Seaboard","Jackson",24.59,29.2,-4.61
"1112","22051",2017,"Mississippi Portal","Jefferson",11.73,19.64,-7.91
"1113","22053",2017,"Mississippi Portal","Jefferson Davis",14.56,24.4,-9.84
"1114","22055",2017,"Mississippi Portal","Lafayette",18.44,27.75,-9.31
"1115","22057",2017,"Mississippi Portal","Lafourche",11.26,22.08,-10.82
"1116","22059",2017,"Mississippi Portal","LaSalle",26.29,31.37,-5.08
"1117","22061",2017,"Southern Seaboard","Lincoln",25.19,29.4,-4.21
"1118","22063",2017,"Mississippi Portal","Livingston",20.89,27.84,-6.95
"1119","22065",2017,"Mississippi Portal","Madison",22.45,29.74,-7.29
"1120","22067",2017,"Mississippi Portal","Morehouse",26.5,29.16,-2.66
"1121","22069",2017,"Southern Seaboard","Natchitoches",23.53,26.07,-2.54
"1122","22071",2017,"Mississippi Portal","Orleans",76.75,43.59,33.16
"1123","22073",2017,"Southern Seaboard","Ouachita",16.26,29.22,-12.96
"1124","22075",2017,"Mississippi Portal","Plaquemines",11.31,18.9,-7.59
"1125","22077",2017,"Mississippi Portal","Pointe Coupee",17.59,27.13,-9.54
"1126","22079",2017,"Mississippi Portal","Rapides",15.99,30.48,-14.49
"1127","22081",2017,"Southern Seaboard","Red River",14.1,25.44,-11.34
"1128","22083",2017,"Mississippi Portal","Richland",26.04,31.11,-5.07
"1129","22085",2017,"Southern Seaboard","Sabine",19.65,29.16,-9.51
"1130","22087",2017,"Mississippi Portal","St. Bernard",4.07,24.32,-20.25
"1131","22089",2017,"Mississippi Portal","St. Charles",6.59,23.61,-17.02
"1132","22091",2017,"Mississippi Portal","St. Helena",19.71,29.09,-9.38
"1133","22093",2017,"Mississippi Portal","St. James",36.6,32.31,4.29
"1134","22095",2017,"Mississippi Portal","St. John the Baptist",39.28,32.14,7.14
"1135","22097",2017,"Mississippi Portal","St. Landry",8.33,23.53,-15.2
"1136","22099",2017,"Mississippi Portal","St. Martin",9.82,21.68,-11.86
"1137","22101",2017,"Mississippi Portal","St. Mary",7.58,14.41,-6.83
"1138","22103",2017,"Mississippi Portal","St. Tammany",30.78,39.78,-9
"1139","22105",2017,"Mississippi Portal","Tangipahoa",26.47,29.25,-2.78
"1140","22107",2017,"Mississippi Portal","Tensas",28.82,27.9,0.920000000000002
"1141","22109",2017,"Mississippi Portal","Terrebonne",21.12,32.03,-10.91
"1142","22111",2017,"Southern Seaboard","Union",23.57,26.87,-3.3
"1143","22113",2017,"Mississippi Portal","Vermilion",15.46,25.62,-10.16
"1144","22115",2017,"Southern Seaboard","Vernon",30.05,27.43,2.62
"1145","22117",2017,"Mississippi Portal","Washington",25.07,30.61,-5.54
"1146","22119",2017,"Southern Seaboard","Webster",28.4,34.13,-5.73
"1147","22121",2017,"Mississippi Portal","West Baton Rouge",31.28,32.28,-1
"1148","22123",2017,"Mississippi Portal","West Carroll",31.52,33.99,-2.47
"1149","22125",2017,"Mississippi Portal","West Feliciana",18.69,36.28,-17.59
"1150","22127",2017,"Southern Seaboard","Winn",25.82,30.3,-4.48
"1151","23001",2017,"Northern Crescent","Androscoggin",37.28,52.16,-14.88
"1152","23003",2017,"Northern Crescent","Aroostook",21.5,29.67,-8.17
"1153","23005",2017,"Northern Crescent","Cumberland",35.46,45.19,-9.73
"1154","23007",2017,"Northern Crescent","Franklin",29.93,37.61,-7.68
"1155","23009",2017,"Northern Crescent","Hancock",35.63,42.27,-6.64
"1156","23011",2017,"Northern Crescent","Kennebec",32.52,39.22,-6.7
"1157","23013",2017,"Northern Crescent","Knox",41.06,41.71,-0.649999999999999
"1158","23015",2017,"Northern Crescent","Lincoln",44.98,48.94,-3.96
"1159","23017",2017,"Northern Crescent","Oxford",34.51,39.53,-5.02
"1160","23019",2017,"Northern Crescent","Penobscot",26.18,38.55,-12.37
"1161","23021",2017,"Northern Crescent","Piscataquis",22.55,40.47,-17.92
"1162","23023",2017,"Northern Crescent","Sagadahoc",33.5,37.73,-4.23
"1163","23025",2017,"Northern Crescent","Somerset",23.22,37.36,-14.14
"1164","23027",2017,"Northern Crescent","Waldo",33.08,38.9,-5.82
"1165","23029",2017,"Northern Crescent","Washington",35.1,40.85,-5.75
"1166","23031",2017,"Northern Crescent","York",37,45.16,-8.16
"1167","24001",2017,"Eastern Uplands","Allegany",26.62,33.5,-6.88
"1168","24003",2017,"Southern Seaboard","Anne Arundel",25.63,40.63,-15
"1169","24005",2017,"Northern Crescent","Baltimore",22.72,40.09,-17.37
"1170","24009",2017,"Southern Seaboard","Calvert",19.51,35.91,-16.4
"1171","24011",2017,"Southern Seaboard","Caroline",15.98,27.42,-11.44
"1172","24013",2017,"Northern Crescent","Carroll",22,39.29,-17.29
"1173","24015",2017,"Southern Seaboard","Cecil",22.95,37.03,-14.08
"1174","24017",2017,"Southern Seaboard","Charles",18.73,31.15,-12.42
"1175","24019",2017,"Southern Seaboard","Dorchester",16.89,23.38,-6.49
"1176","24021",2017,"Northern Crescent","Frederick",24.94,35.65,-10.71
"1177","24023",2017,"Eastern Uplands","Garrett",22.53,25.82,-3.29
"1178","24025",2017,"Northern Crescent","Harford",20.75,38.14,-17.39
"1179","24027",2017,"Northern Crescent","Howard",22.09,42.86,-20.77
"1180","24029",2017,"Southern Seaboard","Kent",21.06,30.64,-9.58
"1181","24031",2017,"Northern Crescent","Montgomery",24.53,49.3,-24.77
"1182","24033",2017,"Southern Seaboard","Prince George's",42.88,37.87,5.01000000000001
"1183","24035",2017,"Southern Seaboard","Queen Anne's",17.17,33.33,-16.16
"1184","24037",2017,"Southern Seaboard","St. Mary's",22.33,26.43,-4.1
"1185","24039",2017,"Southern Seaboard","Somerset",11.79,25.88,-14.09
"1186","24041",2017,"Southern Seaboard","Talbot",14.05,30.05,-16
"1187","24043",2017,"Northern Crescent","Washington",19.86,32.6,-12.74
"1188","24045",2017,"Southern Seaboard","Wicomico",16.54,31.69,-15.15
"1189","24047",2017,"Southern Seaboard","Worcester",11.54,25.06,-13.52
"1190","25001",2017,"Northern Crescent","Barnstable",54.26,35.18,19.08
"1191","25003",2017,"Northern Crescent","Berkshire",32.3,39.97,-7.67
