"","GEOID","year","FRR_NAME","county","percf_acr","percf_op","diff"
"1","01001",2017,"Southern Seaboard","Autauga",21.01,23.41,-2.4
"2","01003",2017,"Southern Seaboard","Baldwin",19.96,32.38,-12.42
"3","01005",2017,"Southern Seaboard","Barbour",21.43,25.56,-4.13
"4","01007",2017,"Eastern Uplands","Bibb",12.57,24.49,-11.92
"5","01009",2017,"Eastern Uplands","Blount",21.74,26.55,-4.81
"6","01011",2017,"Southern Seaboard","Bullock",27.95,29.35,-1.4
"7","01013",2017,"Southern Seaboard","Butler",24.68,28.82,-4.14
"8","01015",2017,"Eastern Uplands","Calhoun",30.61,30.38,0.23
"9","01017",2017,"Southern Seaboard","Chambers",20.53,22.25,-1.72
"10","01019",2017,"Eastern Uplands","Cherokee",20.8,29.45,-8.65
"11","01021",2017,"Eastern Uplands","Chilton",15.69,24.64,-8.95
"12","01023",2017,"Southern Seaboard","Choctaw",43.58,26.2,17.38
"13","01025",2017,"Southern Seaboard","Clarke",24.96,24.33,0.630000000000003
"14","01027",2017,"Southern Seaboard","Clay",20.19,23.19,-3
"15","01029",2017,"Eastern Uplands","Cleburne",16.37,24.53,-8.16
"16","01031",2017,"Southern Seaboard","Coffee",18.63,27.62,-8.99
"17","01033",2017,"Southern Seaboard","Colbert",15.94,28.74,-12.8
"18","01035",2017,"Southern Seaboard","Conecuh",19.08,25.94,-6.86
"19","01037",2017,"Southern Seaboard","Coosa",28.57,30.04,-1.47
"20","01039",2017,"Southern Seaboard","Covington",24.43,28.3,-3.87
"21","01041",2017,"Southern Seaboard","Crenshaw",25.86,26.79,-0.93
"22","01043",2017,"Eastern Uplands","Cullman",20.89,27.31,-6.42
"23","01045",2017,"Southern Seaboard","Dale",29.2,33.5,-4.3
"24","01047",2017,"Southern Seaboard","Dallas",20.05,26.01,-5.96
"25","01049",2017,"Eastern Uplands","DeKalb",20.94,27.24,-6.3
"26","01051",2017,"Southern Seaboard","Elmore",29.06,33.14,-4.08
"27","01053",2017,"Southern Seaboard","Escambia",20.77,26.83,-6.06
"28","01055",2017,"Eastern Uplands","Etowah",19.94,27.68,-7.74
"29","01057",2017,"Southern Seaboard","Fayette",30.89,33.91,-3.02
"30","01059",2017,"Southern Seaboard","Franklin",21.42,25.53,-4.11
"31","01061",2017,"Southern Seaboard","Geneva",21.89,30.09,-8.2
"32","01063",2017,"Southern Seaboard","Greene",27.48,26.39,1.09
"33","01065",2017,"Southern Seaboard","Hale",25.79,22.25,3.54
"34","01067",2017,"Southern Seaboard","Henry",21.58,27.81,-6.23
"35","01069",2017,"Southern Seaboard","Houston",18.05,28.89,-10.84
"36","01071",2017,"Eastern Uplands","Jackson",18.14,26.19,-8.05
"37","01073",2017,"Eastern Uplands","Jefferson",11.93,30.61,-18.68
"38","01075",2017,"Southern Seaboard","Lamar",37.62,23.66,13.96
"39","01077",2017,"Eastern Uplands","Lauderdale",19.78,26.95,-7.17
"40","01079",2017,"Eastern Uplands","Lawrence",27.3,27.63,-0.329999999999998
"41","01081",2017,"Southern Seaboard","Lee",19.32,29.92,-10.6
"42","01083",2017,"Eastern Uplands","Limestone",20.47,26.12,-5.65
"43","01085",2017,"Southern Seaboard","Lowndes",14.04,22.02,-7.98
"44","01087",2017,"Southern Seaboard","Macon",17.05,26.84,-9.79
"45","01089",2017,"Eastern Uplands","Madison",18.86,29.82,-10.96
"46","01091",2017,"Southern Seaboard","Marengo",22.02,26.79,-4.77
"47","01093",2017,"Southern Seaboard","Marion",23.15,26.82,-3.67
"48","01095",2017,"Eastern Uplands","Marshall",23.94,29.95,-6.01
"49","01097",2017,"Southern Seaboard","Mobile",22.36,32.69,-10.33
"50","01099",2017,"Southern Seaboard","Monroe",27,26.02,0.98
"51","01101",2017,"Southern Seaboard","Montgomery",19.7,29.18,-9.48
"52","01103",2017,"Eastern Uplands","Morgan",16.88,25.81,-8.93
"53","01105",2017,"Southern Seaboard","Perry",16.58,24.2,-7.62
"54","01107",2017,"Southern Seaboard","Pickens",32.35,25.69,6.66
"55","01109",2017,"Southern Seaboard","Pike",23.67,30.89,-7.22
"56","01111",2017,"Southern Seaboard","Randolph",17.61,24.63,-7.02
"57","01113",2017,"Southern Seaboard","Russell",24.33,27.76,-3.43
"58","01115",2017,"Eastern Uplands","St. Clair",25.63,34.51,-8.88
"59","01117",2017,"Eastern Uplands","Shelby",26.93,37.37,-10.44
"60","01119",2017,"Southern Seaboard","Sumter",21.89,26.38,-4.49
"61","01121",2017,"Southern Seaboard","Talladega",25.73,23.82,1.91
"62","01123",2017,"Southern Seaboard","Tallapoosa",20.02,28.54,-8.52
"63","01125",2017,"Southern Seaboard","Tuscaloosa",25.03,28.12,-3.09
"64","01127",2017,"Eastern Uplands","Walker",18.44,30.62,-12.18
"65","01129",2017,"Southern Seaboard","Washington",25.14,22.5,2.64
"66","01131",2017,"Southern Seaboard","Wilcox",22.73,27.2,-4.47
"67","01133",2017,"Eastern Uplands","Winston",29.48,31.47,-1.99
"68","02NA",2017,NA,NA,NA,NA,NA
"69","02NA",2017,NA,NA,NA,NA,NA
"70","02NA",2017,NA,NA,NA,NA,NA
"71","02NA",2017,NA,NA,NA,NA,NA
"72","02NA",2017,NA,NA,NA,NA,NA
"73","04001",2017,"Basin and Range","Apache",23.49,54.56,-31.07
"74","04003",2017,"Fruitful Rim","Cochise",27.37,36.81,-9.44
"75","04005",2017,"Fruitful Rim","Coconino",31.91,57.78,-25.87
"76","04007",2017,"Fruitful Rim","Gila",NA,30.48,NA
"77","04009",2017,"Fruitful Rim","Graham",4.2,29.76,-25.56
"78","04011",2017,"Basin and Range","Greenlee",NA,30.67,NA
"79","04012",2017,"Fruitful Rim","La Paz",15.65,17.59,-1.94
"80","04013",2017,"Fruitful Rim","Maricopa",16.72,40.75,-24.03
"81","04015",2017,"Basin and Range","Mohave",18.26,44.95,-26.69
"82","04017",2017,"Fruitful Rim","Navajo",46.01,53.81,-7.8
"83","04019",2017,"Fruitful Rim","Pima",3.36,43.78,-40.42
"84","04021",2017,"Fruitful Rim","Pinal",15.72,38.79,-23.07
"85","04023",2017,"Fruitful Rim","Santa Cruz",32.58,42.81,-10.23
"86","04025",2017,"Basin and Range","Yavapai",15.22,44.2,-28.98
"87","04027",2017,"Fruitful Rim","Yuma",18.46,26.06,-7.6
"88","05001",2017,"Mississippi Portal","Arkansas",21.75,26.82,-5.07
"89","05003",2017,"Mississippi Portal","Ashley",18.1,30.25,-12.15
"90","05005",2017,"Eastern Uplands","Baxter",28.76,33.59,-4.83
"91","05007",2017,"Eastern Uplands","Benton",26.97,33.32,-6.35
"92","05009",2017,"Eastern Uplands","Boone",24.22,31.26,-7.04
"93","05011",2017,"Southern Seaboard","Bradley",28.88,33.05,-4.17
"94","05013",2017,"Southern Seaboard","Calhoun",32.4,30.08,2.32
"95","05015",2017,"Eastern Uplands","Carroll",25.08,30.99,-5.91
"96","05017",2017,"Mississippi Portal","Chicot",17.89,27.33,-9.44
"97","05019",2017,"Southern Seaboard","Clark",25,28.48,-3.48
"98","05021",2017,"Mississippi Portal","Clay",19.73,25.8,-6.07
"99","05023",2017,"Eastern Uplands","Cleburne",31.31,35.16,-3.85
"100","05025",2017,"Southern Seaboard","Cleveland",28.98,29.48,-0.5
"101","05027",2017,"Southern Seaboard","Columbia",20.41,26.42,-6.01
"102","05029",2017,"Eastern Uplands","Conway",29.21,33.73,-4.52
"103","05031",2017,"Mississippi Portal","Craighead",19.93,21.42,-1.49
"104","05033",2017,"Eastern Uplands","Crawford",28.68,31.05,-2.37
"105","05035",2017,"Mississippi Portal","Crittenden",14.09,25,-10.91
"106","05037",2017,"Mississippi Portal","Cross",22.65,23.35,-0.700000000000003
"107","05039",2017,"Southern Seaboard","Dallas",17.35,24.38,-7.03
"108","05041",2017,"Mississippi Portal","Desha",19.32,22.33,-3.01
"109","05043",2017,"Mississippi Portal","Drew",10.83,22.13,-11.3
"110","05045",2017,"Eastern Uplands","Faulkner",26.13,32.39,-6.26
"111","05047",2017,"Eastern Uplands","Franklin",28.75,30.98,-2.23
"112","05049",2017,"Eastern Uplands","Fulton",26.72,32.43,-5.71
"113","05051",2017,"Eastern Uplands","Garland",32.19,35.06,-2.87
"114","05053",2017,"Eastern Uplands","Grant",14.34,26.91,-12.57
"115","05055",2017,"Mississippi Portal","Greene",15.8,28.12,-12.32
"116","05057",2017,"Eastern Uplands","Hempstead",22.78,30.61,-7.83
"117","05059",2017,"Eastern Uplands","Hot Spring",27.95,34.11,-6.16
"118","05061",2017,"Eastern Uplands","Howard",21.31,32.88,-11.57
"119","05063",2017,"Mississippi Portal","Independence",24.17,30.41,-6.24
"120","05065",2017,"Eastern Uplands","Izard",27.6,35.24,-7.64
"121","05067",2017,"Mississippi Portal","Jackson",21.65,27.03,-5.38
"122","05069",2017,"Mississippi Portal","Jefferson",17.84,27.49,-9.65
"123","05071",2017,"Eastern Uplands","Johnson",21.06,29.46,-8.4
"124","05073",2017,"Eastern Uplands","Lafayette",21.62,28.57,-6.95
"125","05075",2017,"Mississippi Portal","Lawrence",19.87,26.84,-6.97
"126","05077",2017,"Mississippi Portal","Lee",24.26,20.16,4.1
"127","05079",2017,"Mississippi Portal","Lincoln",14.15,25.23,-11.08
"128","05081",2017,"Eastern Uplands","Little River",25.97,30.71,-4.74
"129","05083",2017,"Eastern Uplands","Logan",24.08,29.71,-5.63
"130","05085",2017,"Mississippi Portal","Lonoke",23.63,31.19,-7.56
"131","05087",2017,"Eastern Uplands","Madison",28.07,33.09,-5.02
"132","05089",2017,"Eastern Uplands","Marion",29.94,35.42,-5.48
"133","05091",2017,"Eastern Uplands","Miller",21.24,30.63,-9.39
"134","05093",2017,"Mississippi Portal","Mississippi",15.49,16.2,-0.709999999999999
"135","05095",2017,"Mississippi Portal","Monroe",18.11,23.01,-4.9
"136","05097",2017,"Eastern Uplands","Montgomery",29.38,31.46,-2.08
"137","05099",2017,"Southern Seaboard","Nevada",27.25,32.18,-4.93
"138","05101",2017,"Eastern Uplands","Newton",29.46,30.73,-1.27
"139","05103",2017,"Southern Seaboard","Ouachita",26.92,28.34,-1.42
"140","05105",2017,"Eastern Uplands","Perry",27.19,33.4,-6.21
"141","05107",2017,"Mississippi Portal","Phillips",25.75,21.97,3.78
"142","05109",2017,"Eastern Uplands","Pike",25.64,27.8,-2.16
"143","05111",2017,"Mississippi Portal","Poinsett",21.98,23.92,-1.94
"144","05113",2017,"Eastern Uplands","Polk",28.71,32.5,-3.79
"145","05115",2017,"Eastern Uplands","Pope",25.1,30.56,-5.46
"146","05117",2017,"Mississippi Portal","Prairie",23.49,25.86,-2.37
"147","05119",2017,"Eastern Uplands","Pulaski",20.22,30.81,-10.59
"148","05121",2017,"Mississippi Portal","Randolph",25.79,25.84,-0.0500000000000007
"149","05123",2017,"Mississippi Portal","St. Francis",21.7,28.45,-6.75
"150","05125",2017,"Eastern Uplands","Saline",29.73,34.77,-5.04
"151","05127",2017,"Eastern Uplands","Scott",25.92,31.91,-5.99
"152","05129",2017,"Eastern Uplands","Searcy",29.55,32.1,-2.55
"153","05131",2017,"Eastern Uplands","Sebastian",32.7,34.33,-1.63
"154","05133",2017,"Eastern Uplands","Sevier",23.2,30.1,-6.9
"155","05135",2017,"Eastern Uplands","Sharp",34.05,31.51,2.54
"156","05137",2017,"Eastern Uplands","Stone",31.67,33.33,-1.66
"157","05139",2017,"Southern Seaboard","Union",22.92,29.43,-6.51
"158","05141",2017,"Eastern Uplands","Van Buren",31.07,32.65,-1.58
"159","05143",2017,"Eastern Uplands","Washington",29.96,34.73,-4.77
"160","05145",2017,"Mississippi Portal","White",30.51,33.24,-2.73
"161","05147",2017,"Mississippi Portal","Woodruff",24.92,32,-7.08
"162","05149",2017,"Eastern Uplands","Yell",26.84,31.39,-4.55
"163","06001",2017,"Fruitful Rim","Alameda",34.53,39.37,-4.84
"164","06003",2017,"Basin and Range","Alpine",NA,57.14,NA
"165","06005",2017,"Basin and Range","Amador",20.55,38.33,-17.78
"166","06007",2017,"Fruitful Rim","Butte",28.38,34.92,-6.54
"167","06009",2017,"Basin and Range","Calaveras",33.34,36.65,-3.31
"168","06011",2017,"Fruitful Rim","Colusa",25.13,27.61,-2.48
"169","06013",2017,"Fruitful Rim","Contra Costa",22.38,41.4,-19.02
"170","06015",2017,"Basin and Range","Del Norte",14.51,39.06,-24.55
"171","06017",2017,"Basin and Range","El Dorado",36.92,42.58,-5.66
"172","06019",2017,"Fruitful Rim","Fresno",24.5,27.31,-2.81
"173","06021",2017,"Fruitful Rim","Glenn",24.53,32.15,-7.62
"174","06023",2017,"Basin and Range","Humboldt",28.31,34.92,-6.61
"175","06025",2017,"Fruitful Rim","Imperial",16.11,18.08,-1.97
"176","06027",2017,"Basin and Range","Inyo",27.28,39.42,-12.14
"177","06029",2017,"Fruitful Rim","Kern",18.85,29.89,-11.04
"178","06031",2017,"Fruitful Rim","Kings",15.49,24.92,-9.43
"179","06033",2017,"Fruitful Rim","Lake",30.07,41.32,-11.25
"180","06035",2017,"Basin and Range","Lassen",42.52,34.39,8.13
"181","06037",2017,"Fruitful Rim","Los Angeles",18.28,43.05,-24.77
"182","06039",2017,"Fruitful Rim","Madera",23.81,30.64,-6.83
"183","06041",2017,"Fruitful Rim","Marin",25.1,36.54,-11.44
"184","06043",2017,"Basin and Range","Mariposa",29.34,38.54,-9.2
"185","06045",2017,"Basin and Range","Mendocino",20.44,37.97,-17.53
"186","06047",2017,"Fruitful Rim","Merced",18.65,25.81,-7.16
"187","06049",2017,"Basin and Range","Modoc",31.72,36.3,-4.58
"188","06051",2017,"Basin and Range","Mono",8.2,28.4,-20.2
"189","06053",2017,"Fruitful Rim","Monterey",24.23,27.44,-3.21
"190","06055",2017,"Fruitful Rim","Napa",30.75,37.77,-7.02
"191","06057",2017,"Basin and Range","Nevada",NA,44.36,NA
"192","06059",2017,"Fruitful Rim","Orange",NA,27.83,NA
"193","06061",2017,"Basin and Range","Placer",21.75,44.94,-23.19
"194","06063",2017,"Basin and Range","Plumas",11.85,40.27,-28.42
"195","06065",2017,"Fruitful Rim","Riverside",13.11,36.96,-23.85
"196","06067",2017,"Fruitful Rim","Sacramento",22.24,32.63,-10.39
"197","06069",2017,"Fruitful Rim","San Benito",29.18,34.78,-5.6
"198","06071",2017,"Fruitful Rim","San Bernardino",33.94,35.91,-1.97
"199","06073",2017,"Fruitful Rim","San Diego",23.46,36.6,-13.14
"200","06075",2017,"Fruitful Rim","San Francisco",NA,20,NA
"201","06077",2017,"Fruitful Rim","San Joaquin",14.6,29.33,-14.73
"202","06079",2017,"Fruitful Rim","San Luis Obispo",29.52,38.18,-8.66
"203","06081",2017,"Fruitful Rim","San Mateo",31.9,35.38,-3.48
"204","06083",2017,"Fruitful Rim","Santa Barbara",20.22,35.01,-14.79
"205","06085",2017,"Fruitful Rim","Santa Clara",35,33.04,1.96
"206","06087",2017,"Fruitful Rim","Santa Cruz",22.09,34.18,-12.09
"207","06089",2017,"Basin and Range","Shasta",37.37,40.56,-3.19
"208","06091",2017,"Basin and Range","Sierra",18.87,41.67,-22.8
"209","06093",2017,"Basin and Range","Siskiyou",35.29,38.33,-3.04
"210","06095",2017,"Fruitful Rim","Solano",22.91,35.62,-12.71
"211","06097",2017,"Fruitful Rim","Sonoma",26.6,37.72,-11.12
"212","06099",2017,"Fruitful Rim","Stanislaus",23.1,27.24,-4.14
"213","06101",2017,"Fruitful Rim","Sutter",18.71,29.7,-10.99
"214","06103",2017,"Fruitful Rim","Tehama",34.14,35.83,-1.69
"215","06105",2017,"Basin and Range","Trinity",33.15,37.39,-4.24
"216","06107",2017,"Fruitful Rim","Tulare",17.79,27.54,-9.75
"217","06109",2017,"Basin and Range","Tuolumne",27.08,38.52,-11.44
"218","06111",2017,"Fruitful Rim","Ventura",31.5,34.7,-3.2
"219","06113",2017,"Fruitful Rim","Yolo",14.47,33.31,-18.84
"220","06115",2017,"Fruitful Rim","Yuba",23.39,37.85,-14.46
"221","08001",2017,"Prairie Gateway","Adams",22.5,35.86,-13.36
"222","08003",2017,"Basin and Range","Alamosa",27.06,32.34,-5.28
"223","08005",2017,"Prairie Gateway","Arapahoe",20.53,42.62,-22.09
"224","08007",2017,"Basin and Range","Archuleta",26.74,36.88,-10.14
"225","08009",2017,"Prairie Gateway","Baca",34.16,37.6,-3.44
"226","08011",2017,"Prairie Gateway","Bent",27.62,31.07,-3.45
"227","08013",2017,"Northern Great Plains","Boulder",28.34,43.8,-15.46
"228","08014",2017,"Northern Great Plains","Broomfield",NA,25,NA
"229","08015",2017,"Basin and Range","Chaffee",39.91,37.08,2.83
"230","08017",2017,"Prairie Gateway","Cheyenne",29.41,33.62,-4.21
"231","08019",2017,"Basin and Range","Clear Creek",22.92,24.39,-1.47
"232","08021",2017,"Basin and Range","Conejos",33.02,26.31,6.71
"233","08023",2017,"Basin and Range","Costilla",7.12,24.73,-17.61
"234","08025",2017,"Prairie Gateway","Crowley",18.89,33.55,-14.66
"235","08027",2017,"Prairie Gateway","Custer",30.93,40.47,-9.54
"236","08029",2017,"Basin and Range","Delta",27.47,38.39,-10.92
"237","08031",2017,"Prairie Gateway","Denver",NA,83.33,NA
"238","08033",2017,"Basin and Range","Dolores",26.45,38.69,-12.24
"239","08035",2017,"Prairie Gateway","Douglas",29.6,43.4,-13.8
"240","08037",2017,"Basin and Range","Eagle",37.74,35.33,2.41
"241","08039",2017,"Prairie Gateway","Elbert",24.15,40.96,-16.81
"242","08041",2017,"Prairie Gateway","El Paso",30.79,44.86,-14.07
"243","08043",2017,"Prairie Gateway","Fremont",28.3,39.84,-11.54
"244","08045",2017,"Basin and Range","Garfield",36.81,39.8,-2.98999999999999
"245","08047",2017,"Basin and Range","Gilpin",NA,54.9,NA
"246","08049",2017,"Basin and Range","Grand",25.28,36.63,-11.35
"247","08051",2017,"Basin and Range","Gunnison",22.86,35.48,-12.62
"248","08053",2017,"Basin and Range","Hinsdale",25.93,38.46,-12.53
"249","08055",2017,"Prairie Gateway","Huerfano",28.54,37.03,-8.49
"250","08057",2017,"Basin and Range","Jackson",27.32,38.51,-11.19
"251","08059",2017,"Northern Great Plains","Jefferson",34,47.49,-13.49
"252","08061",2017,"Prairie Gateway","Kiowa",25.48,31.61,-6.13
"253","08063",2017,"Prairie Gateway","Kit Carson",22.59,32.4,-9.81
"254","08065",2017,"Basin and Range","Lake",39.19,36.54,2.65
"255","08067",2017,"Basin and Range","La Plata",14.93,41.83,-26.9
"256","08069",2017,"Northern Great Plains","Larimer",29.92,41.17,-11.25
"257","08071",2017,"Prairie Gateway","Las Animas",29.92,37.29,-7.37
"258","08073",2017,"Prairie Gateway","Lincoln",27.49,30.67,-3.18
"259","08075",2017,"Northern Great Plains","Logan",25.56,30.29,-4.73
"260","08077",2017,"Basin and Range","Mesa",27.3,38.67,-11.37
"261","08079",2017,"Basin and Range","Mineral",8.68,22.73,-14.05
"262","08081",2017,"Basin and Range","Moffat",21.97,31.06,-9.09
"263","08083",2017,"Basin and Range","Montezuma",12.28,37.65,-25.37
"264","08085",2017,"Basin and Range","Montrose",25.94,34.12,-8.18
"265","08087",2017,"Northern Great Plains","Morgan",21,29.17,-8.17
"266","08089",2017,"Prairie Gateway","Otero",22.8,28.55,-5.75
"267","08091",2017,"Basin and Range","Ouray",16.43,44.81,-28.38
"268","08093",2017,"Basin and Range","Park",35.1,38.92,-3.82
"269","08095",2017,"Prairie Gateway","Phillips",30.05,33.89,-3.84
"270","08097",2017,"Basin and Range","Pitkin",20.72,37.93,-17.21
"271","08099",2017,"Prairie Gateway","Prowers",25.78,32.87,-7.09
"272","08101",2017,"Prairie Gateway","Pueblo",29.32,36.8,-7.48
"273","08103",2017,"Basin and Range","Rio Blanco",31.9,41.76,-9.86
"274","08105",2017,"Basin and Range","Rio Grande",24.04,29.86,-5.82
"275","08107",2017,"Basin and Range","Routt",30.07,42.1,-12.03
"276","08109",2017,"Basin and Range","Saguache",22.99,28.85,-5.86
"277","08113",2017,"Basin and Range","San Miguel",29.96,36.46,-6.5
"278","08115",2017,"Northern Great Plains","Sedgwick",20.41,26.57,-6.16
"279","08117",2017,"Basin and Range","Summit",28.6,37.84,-9.24
"280","08119",2017,"Basin and Range","Teller",30.99,40.97,-9.98
"281","08121",2017,"Prairie Gateway","Washington",27.54,33.3,-5.76
"282","08123",2017,"Northern Great Plains","Weld",25.74,36.67,-10.93
"283","08125",2017,"Prairie Gateway","Yuma",30.74,32.23,-1.49
"284","09001",2017,"Northern Crescent","Fairfield",32.37,46.83,-14.46
"285","09003",2017,"Northern Crescent","Hartford",29.09,37.64,-8.55
"286","09005",2017,"Northern Crescent","Litchfield",33.84,37.71,-3.87
"287","09007",2017,"Northern Crescent","Middlesex",34.68,44.99,-10.31
"288","09009",2017,"Northern Crescent","New Haven",28.31,35.37,-7.06
"289","09011",2017,"Northern Crescent","New London",29.87,41.14,-11.27
"290","09013",2017,"Northern Crescent","Tolland",29.55,37.73,-8.18
"291","09015",2017,"Northern Crescent","Windham",27.59,32.27,-4.68
"292","10001",2017,"Southern Seaboard","Kent",17.16,29.76,-12.6
"293","10003",2017,"Southern Seaboard","New Castle",21.94,37.69,-15.75
"294","10005",2017,"Southern Seaboard","Sussex",17.43,29.62,-12.19
"295","12001",2017,"Fruitful Rim","Alachua",25.57,37.32,-11.75
"296","12003",2017,"Fruitful Rim","Baker",31,35.2,-4.2
"297","12005",2017,"Fruitful Rim","Bay",5.17,40,-34.83
"298","12007",2017,"Fruitful Rim","Bradford",25.11,37.94,-12.83
"299","12009",2017,"Fruitful Rim","Brevard",19,39.62,-20.62
"300","12011",2017,"Fruitful Rim","Broward",31.14,44,-12.86
"301","12013",2017,"Fruitful Rim","Calhoun",39.33,27.98,11.35
"302","12015",2017,"Fruitful Rim","Charlotte",23.98,35.29,-11.31
"303","12017",2017,"Fruitful Rim","Citrus",35.46,41.04,-5.58
"304","12019",2017,"Fruitful Rim","Clay",NA,38.9,NA
"305","12021",2017,"Fruitful Rim","Collier",6.45,41.85,-35.4
"306","12023",2017,"Fruitful Rim","Columbia",23.96,40.11,-16.15
"307","12027",2017,"Fruitful Rim","DeSoto",18.65,30.66,-12.01
"308","12029",2017,"Fruitful Rim","Dixie",26.12,37.71,-11.59
"309","12031",2017,"Fruitful Rim","Duval",37.82,39.49,-1.67
"310","12033",2017,"Fruitful Rim","Escambia",18.83,30.96,-12.13
"311","12035",2017,"Fruitful Rim","Flagler",30.37,38.51,-8.14
"312","12037",2017,"Fruitful Rim","Franklin",NA,36.84,NA
"313","12039",2017,"Fruitful Rim","Gadsden",32.37,35.46,-3.09
"314","12041",2017,"Fruitful Rim","Gilchrist",33.7,37.57,-3.87
"315","12043",2017,"Fruitful Rim","Glades",4.67,29.02,-24.35
"316","12045",2017,"Fruitful Rim","Gulf",NA,33.33,NA
"317","12047",2017,"Fruitful Rim","Hamilton",16.09,31.69,-15.6
"318","12049",2017,"Fruitful Rim","Hardee",12.68,31.77,-19.09
"319","12051",2017,"Fruitful Rim","Hendry",6.05,27.97,-21.92
"320","12053",2017,"Fruitful Rim","Hernando",33.68,42.56,-8.88
"321","12055",2017,"Fruitful Rim","Highlands",23.99,32.18,-8.19
"322","12057",2017,"Fruitful Rim","Hillsborough",22.43,37.47,-15.04
"323","12059",2017,"Fruitful Rim","Holmes",29.73,34.86,-5.13
"324","12061",2017,"Fruitful Rim","Indian River",11.99,31.41,-19.42
"325","12063",2017,"Fruitful Rim","Jackson",21.31,30.2,-8.89
"326","12065",2017,"Fruitful Rim","Jefferson",14.23,35.84,-21.61
"327","12067",2017,"Fruitful Rim","Lafayette",22.51,28.96,-6.45
"328","12069",2017,"Fruitful Rim","Lake",27.15,39.07,-11.92
"329","12071",2017,"Fruitful Rim","Lee",14.54,36.37,-21.83
"330","12073",2017,"Fruitful Rim","Leon",26.51,38.84,-12.33
"331","12075",2017,"Fruitful Rim","Levy",29.61,36.95,-7.34
"332","12077",2017,"Fruitful Rim","Liberty",NA,33.08,NA
"333","12079",2017,"Fruitful Rim","Madison",22.87,29.61,-6.74
"334","12081",2017,"Fruitful Rim","Manatee",23.92,39.51,-15.59
"335","12083",2017,"Fruitful Rim","Marion",28.32,45.52,-17.2
"336","12085",2017,"Fruitful Rim","Martin",26.53,37.86,-11.33
"337","12086",2017,"Fruitful Rim","Miami-Dade",21.27,33.65,-12.38
"338","12087",2017,"Fruitful Rim","Monroe",57.46,42.22,15.24
"339","12089",2017,"Fruitful Rim","Nassau",28.56,32.68,-4.12
"340","12091",2017,"Fruitful Rim","Okaloosa",29.75,35.77,-6.02
"341","12093",2017,"Fruitful Rim","Okeechobee",21.06,31.49,-10.43
"342","12095",2017,"Fruitful Rim","Orange",8.82,34.92,-26.1
"343","12097",2017,"Fruitful Rim","Osceola",15.33,39.22,-23.89
"344","12099",2017,"Fruitful Rim","Palm Beach",3.42,43.33,-39.91
"345","12101",2017,"Fruitful Rim","Pasco",21.98,39.47,-17.49
"346","12103",2017,"Fruitful Rim","Pinellas",64.94,41.21,23.73
"347","12105",2017,"Fruitful Rim","Polk",15.26,30.36,-15.1
"348","12107",2017,"Fruitful Rim","Putnam",16.96,35.41,-18.45
"349","12109",2017,"Fruitful Rim","St. Johns",27.45,44.35,-16.9
"350","12111",2017,"Fruitful Rim","St. Lucie",27.87,33.08,-5.21
"351","12113",2017,"Fruitful Rim","Santa Rosa",17.68,36.24,-18.56
"352","12115",2017,"Fruitful Rim","Sarasota",37.47,40.16,-2.69
"353","12117",2017,"Fruitful Rim","Seminole",26.71,41.21,-14.5
"354","12119",2017,"Fruitful Rim","Sumter",31.72,38.52,-6.8
"355","12121",2017,"Fruitful Rim","Suwannee",24.63,37.33,-12.7
"356","12123",2017,"Fruitful Rim","Taylor",23.59,33,-9.41
"357","12125",2017,"Fruitful Rim","Union",12.04,29.62,-17.58
"358","12127",2017,"Fruitful Rim","Volusia",28.45,39.83,-11.38
"359","12129",2017,"Fruitful Rim","Wakulla",20.17,34.17,-14
"360","12131",2017,"Fruitful Rim","Walton",21.05,32.81,-11.76
"361","12133",2017,"Fruitful Rim","Washington",27.57,36.85,-9.28
"362","13001",2017,"Fruitful Rim","Appling",23.99,28.33,-4.34
"363","13003",2017,"Southern Seaboard","Atkinson",13.69,21.54,-7.85
"364","13005",2017,"Fruitful Rim","Bacon",22.73,21.05,1.68
"365","13007",2017,"Southern Seaboard","Baker",23.07,22.5,0.57
"366","13009",2017,"Southern Seaboard","Baldwin",16.48,31.68,-15.2
"367","13011",2017,"Southern Seaboard","Banks",26.57,29.78,-3.21
"368","13013",2017,"Southern Seaboard","Barrow",25.68,29.16,-3.48
"369","13015",2017,"Eastern Uplands","Bartow",18.51,30.88,-12.37
"370","13017",2017,"Southern Seaboard","Ben Hill",27.17,22.86,4.31
"371","13019",2017,"Southern Seaboard","Berrien",12.86,23.69,-10.83
"372","13021",2017,"Southern Seaboard","Bibb",16.38,26.83,-10.45
"373","13023",2017,"Southern Seaboard","Bleckley",18.49,29.35,-10.86
"374","13025",2017,"Fruitful Rim","Brantley",16.8,25.62,-8.82
"375","13027",2017,"Southern Seaboard","Brooks",16.45,30.84,-14.39
"376","13029",2017,"Fruitful Rim","Bryan",52.01,49.6,2.41
"377","13031",2017,"Southern Seaboard","Bulloch",15.45,24.1,-8.65
"378","13033",2017,"Southern Seaboard","Burke",19.27,25.35,-6.08
"379","13035",2017,"Southern Seaboard","Butts",13.19,30.41,-17.22
"380","13037",2017,"Southern Seaboard","Calhoun",14.22,21.51,-7.29
"381","13039",2017,"Fruitful Rim","Camden",28.49,34.33,-5.84
"382","13043",2017,"Southern Seaboard","Candler",21.49,26.81,-5.32
"383","13045",2017,"Southern Seaboard","Carroll",30.74,33.09,-2.35
