GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
 "19091","Humboldt, IA",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",342813,377864,358137,404954,397509,393531,390231,389368,392814,378856,451471,466036,470858,471334,467407,479789,442628,460962,464899
 "19091","Humboldt, IA",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",73.559,81.080,76.847,86.893,85.296,84.442,83.734,83.549,84.288,81.293,96.875,100.000,101.035,101.137,100.294,102.951,94.977,98.911,99.756
 "19091","Humboldt, IA",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",273319,300170,292460,342463,332696,331354,348941,352133,349050,345103,437731,466036,483557,482664,472180,477432,450965,475272,491166
 "19093","Ida, IA",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",307575,343338,339430,375159,371428,381453,404761,443906,391630,422022,407993,405986,390141,379162,384389,392350,457410,461138,485383
 "19093","Ida, IA",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",75.760,84.569,83.606,92.407,91.488,93.957,99.698,109.340,96.464,103.950,100.494,100.000,96.097,93.393,94.680,96.641,112.666,113.585,119.556
 "19093","Ida, IA",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",241711,267805,274493,319469,310923,320698,358167,397110,338105,377324,392895,405986,404441,400563,412649,429097,512076,530769,568470
 "19095","Iowa, IA",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",736570,832402,907031,941324,888218,979925,916814,967357,814559,886866,757857,882316,1061722,998695,817707,874152,1023270,1054583,1071156
 "19095","Iowa, IA",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",83.481,94.343,102.801,106.688,100.669,111.063,103.910,109.638,92.320,100.516,85.894,100.000,120.333,113.190,92.677,99.075,115.975,119.524,121.403
 "19095","Iowa, IA",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",601618,674960,741857,782792,742550,834994,815414,872919,772920,835531,731013,882316,1085511,1027265,851307,911700,1076097,1132822,1188320
 "19097","Jackson, IA",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",410132,427483,467256,495450,488894,493771,474472,486010,462014,494742,524587,527224,551857,548318,623171,662029,608137,601259,615545
 "19097","Jackson, IA",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",77.791,81.082,88.626,93.973,92.730,93.655,89.994,92.183,87.632,93.839,99.500,100.000,104.672,104.001,118.199,125.569,115.347,114.043,116.752
 "19097","Jackson, IA",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",329454,347404,386135,422847,420737,434627,434755,451647,434893,468943,512092,527224,564260,565302,643054,675986,636926,641940,672428
 "19099","Jasper, IA",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",1325504,1275610,1315525,1241020,1221722,1386159,1311491,1120688,1094522,1044467,1054456,1070882,1074652,1108053,1049430,1039324,1028177,1060782,1099820
 "19099","Jasper, IA",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",123.777,119.118,122.845,115.888,114.086,129.441,122.468,104.651,102.207,97.533,98.466,100.000,100.352,103.471,97.997,97.053,96.012,99.057,102.702
 "19099","Jasper, IA",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",1074306,1035759,1077158,1040211,1031544,1197343,1193333,1037191,1012889,979955,1027078,1070882,1102752,1149082,1106762,1109862,1117354,1174503,1251436
 "19101","Jefferson, IA",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",640649,645513,670023,666158,655297,622402,610774,619537,599531,575837,582418,620420,613062,593972,607135,626627,622905,645457,655566
 "19101","Jefferson, IA",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",103.261,104.045,107.995,107.372,105.621,100.319,98.445,99.858,96.633,92.814,93.875,100.000,98.814,95.737,97.859,101.000,100.401,104.035,105.665
 "19101","Jefferson, IA",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",509252,518823,545727,559023,561153,554251,564167,581985,554889,544190,569731,620420,626986,622386,647006,675657,687205,732270,760789
 "19103","Johnson, IA",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",5873595,6090374,6184409,6413963,6500168,6711435,6742798,7027664,7008628,7216161,7444496,7452858,7689222,7763604,7803252,7944342,8110903,8231852,8084987
 "19103","Johnson, IA",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",78.810,81.719,82.980,86.060,87.217,90.052,90.473,94.295,94.039,96.824,99.888,100.000,103.171,104.169,104.701,106.595,108.829,110.452,108.482
 "19103","Johnson, IA",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",4502831,4781121,4954933,5275937,5500695,5858817,6061194,6472222,6648492,6915382,7261653,7452858,7896265,8163258,8438738,8725856,9055970,9441666,9499115
 "19105","Jones, IA",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",484285,512219,519590,542119,531297,560865,569098,539375,515340,523231,570196,582569,633024,597420,624045,605355,592985,592846,613595
 "19105","Jones, IA",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",83.129,87.924,89.190,93.057,91.199,96.274,97.688,92.586,88.460,89.815,97.876,100.000,108.661,102.549,107.120,103.911,101.788,101.764,105.326
 "19105","Jones, IA",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",363188,386789,402682,437066,435618,475161,505948,489606,479204,490780,554626,582569,649785,620425,656848,639213,640062,654019,696553
 "19107","Keokuk, IA",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",244875,267310,269463,289023,257835,273680,276549,281543,307869,279301,322206,344200,350233,347545,349841,400425,356322,364141,367517
 "19107","Keokuk, IA",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",71.143,77.661,78.287,83.969,74.909,79.512,80.345,81.796,89.445,81.145,93.610,100.000,101.753,100.972,101.639,116.335,103.522,105.793,106.774
 "19107","Keokuk, IA",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",180398,198994,207408,234872,207822,225134,244049,253179,266873,251499,313376,344200,359635,352876,342465,377212,350651,362717,372829
 "19109","Kossuth, IA",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",550695,606949,650484,730214,766520,802411,838609,800075,824772,851426,898681,974442,1057623,1101430,1032943,996136,963236,1009050,1013375
 "19109","Kossuth, IA",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",56.514,62.287,66.755,74.937,78.662,82.346,86.060,82.106,84.640,87.376,92.225,100.000,108.536,113.032,106.004,102.226,98.850,103.552,103.995
 "19109","Kossuth, IA",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",406015,449676,497846,587907,607274,640094,724422,702298,702352,755025,870260,974442,1084444,1112686,1019325,973362,960752,1017502,1038766
 "19111","Lee, IA",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",1597719,1606854,1676602,1685230,1599901,1534272,1529981,1615634,1584584,1638646,1641321,1647366,1642848,1708531,1817256,1750660,1614764,1626263,1652597
 "19111","Lee, IA",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",96.986,97.541,101.775,102.299,97.119,93.135,92.874,98.074,96.189,99.471,99.633,100.000,99.726,103.713,110.313,106.270,98.021,98.719,100.318
 "19111","Lee, IA",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",1208907,1239095,1307841,1340825,1309461,1303026,1332210,1456324,1492654,1548956,1587767,1647366,1680995,1794741,1962689,1931000,1800571,1841106,1914310
 "19113","Linn, IA",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",9591267,9423947,10183331,11152147,11806649,11689478,12760728,12653686,13088969,13865821,14161680,13996257,13893967,14536289,15312317,15393187,15180131,15578256,15469738
 "19113","Linn, IA",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",68.527,67.332,72.758,79.679,84.356,83.519,91.172,90.408,93.518,99.068,101.182,100.000,99.269,103.858,109.403,109.981,108.459,111.303,110.528
 "19113","Linn, IA",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",8536898,8490637,9235147,10208953,10980494,11020209,12125542,12040012,12792579,13521424,13902605,13996257,14126283,15044802,16121270,16366786,16233440,16958509,17094735
 "19115","Louisa, IA",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",550679,539823,499214,509746,452817,500297,541963,619771,643409,606134,543673,598581,607803,620935,589146,598650,630413,685752,641515
 "19115","Louisa, IA",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",91.997,90.184,83.400,85.159,75.648,83.580,90.541,103.540,107.489,101.262,90.827,100.000,101.541,103.734,98.424,100.012,105.318,114.563,107.172
 "19115","Louisa, IA",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",416436,407619,389369,409083,370301,425631,476679,558794,627971,588470,535458,598581,623773,653629,616028,616279,661613,722938,689257
 "19117","Lucas, IA",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",219048,228721,234125,253993,268832,271458,259326,262336,249467,253130,266085,271273,282639,274528,293160,290175,289572,294619,305660
 "19117","Lucas, IA",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",80.748,84.314,86.306,93.630,99.100,100.068,95.596,96.706,91.962,93.312,98.088,100.000,104.190,101.200,108.068,106.968,106.746,108.606,112.676
 "19117","Lucas, IA",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",175573,186984,194839,216642,232566,240319,240254,249186,240409,244531,261931,271273,286228,280510,306061,306114,310437,326703,344441
 "19119","Lyon, IA",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",404522,406482,428723,492386,501291,581991,495504,559724,499494,627415,675802,732853,760531,907987,897256,1007971,1119412,1077722,998293
 "19119","Lyon, IA",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",55.198,55.466,58.501,67.187,68.403,79.414,67.613,76.376,68.157,85.613,92.215,100.000,103.777,123.897,122.433,137.541,152.747,147.058,136.220
 "19119","Lyon, IA",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",288443,289646,316245,384381,379167,441887,417671,482248,411216,538710,654147,732853,780505,898422,818741,860576,1011508,965963,903009
 "19121","Madison, IA",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",285219,299996,310836,341350,339266,358518,373944,362217,362629,347481,366557,347356,339331,331740,360488,366747,366780,374955,376103
 "19121","Madison, IA",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",82.111,86.365,89.486,98.271,97.671,103.213,107.654,104.278,104.397,100.036,105.527,100.000,97.690,95.504,103.780,105.582,105.592,107.945,108.276
 "19121","Madison, IA",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",211036,225947,241126,279358,280709,304822,339347,335091,329502,323924,357050,347356,347696,346302,383382,395017,404001,424381,438135
 "19123","Mahaska, IA",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",586612,591319,620971,704935,701036,768073,769548,789169,743343,710760,773440,813706,787435,776197,789193,798226,833240,898688,904406
 "19123","Mahaska, IA",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",72.091,72.670,76.314,86.633,86.153,94.392,94.573,96.984,91.353,87.348,95.052,100.000,96.771,95.390,96.987,98.098,102.401,110.444,111.146
 "19123","Mahaska, IA",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",447104,457237,490276,579085,580722,650398,686904,720636,682979,661846,749223,813706,807956,799565,817711,831804,880535,965181,996463
 "19125","Marion, IA",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",1282077,1258611,1284594,1395272,1476522,1494054,1538261,1487873,1363753,1357100,1388719,1491652,1414213,1447895,1506138,1510398,1626341,1739125,1787982
 "19125","Marion, IA",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",85.950,84.377,86.119,93.539,98.986,100.161,103.125,99.747,91.426,90.980,93.099,100.000,94.809,97.067,100.971,101.257,109.030,116.591,119.866
 "19125","Marion, IA",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",1078480,1069041,1115751,1262723,1353581,1377422,1424701,1383218,1302349,1309429,1343068,1491652,1477562,1559477,1657895,1696544,1856150,2029643,2124378
 "19127","Marshall, IA",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",1642174,1620473,1584292,1681981,1658044,1698140,1806368,2068639,2183559,2033750,1633148,1709278,1663776,1651521,1672144,1662627,1668473,1759318,1788347
 "19127","Marshall, IA",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",96.074,94.805,92.688,98.403,97.003,99.348,105.680,121.024,127.747,118.983,95.546,100.000,97.338,96.621,97.828,97.271,97.613,102.928,104.626
 "19127","Marshall, IA",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",1241477,1249231,1235538,1335762,1346434,1408691,1552723,1834754,2087499,1942465,1579525,1709278,1707721,1726624,1789684,1813053,1831700,1957646,2042815
 "19129","Mills, IA",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",334764,346661,349488,368016,358639,378860,373580,408613,467402,418878,422032,460061,454913,424164,419761,439873,470372,490247,529601
 "19129","Mills, IA",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",72.765,75.351,75.966,79.993,77.955,82.350,81.202,88.817,101.595,91.048,91.734,100.000,98.881,92.197,91.240,95.612,102.241,106.561,115.115
 "19129","Mills, IA",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",248692,261753,272675,302309,294625,318861,334482,374988,418433,388959,410419,460061,466456,443296,448670,476420,518905,553761,614034
 "19131","Mitchell, IA",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",338512,369898,341480,382549,384738,421231,427595,475372,449270,519938,527255,518076,593035,638934,635574,640639,606548,667042,743696
 "19131","Mitchell, IA",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",65.340,71.398,65.913,73.840,74.263,81.307,82.535,91.757,86.719,100.359,101.772,100.000,114.469,123.328,122.680,123.657,117.077,128.754,143.550
 "19131","Mitchell, IA",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",248705,271714,258396,303129,303095,337956,369507,420598,391604,467040,512694,518076,606421,654016,645047,642230,625978,701256,800150
 "19133","Monona, IA",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",263782,292440,297485,310202,284135,267063,300120,328139,404043,323607,319151,299696,319723,322167,360774,340350,357743,317450,341649
 "19133","Monona, IA",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",88.016,97.579,99.262,103.505,94.808,89.111,100.142,109.491,134.818,107.978,106.492,100.000,106.682,107.498,120.380,113.565,119.369,105.924,113.999
 "19133","Monona, IA",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",196265,218404,232237,258450,233048,223681,269604,299508,339530,288124,310570,299696,327964,328174,357059,330311,359279,323889,357082
 "19135","Monroe, IA",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",296893,287902,298091,324567,324225,352067,382060,411239,428524,418024,396720,366751,365313,345145,366081,351330,368261,393077,416550
 "19135","Monroe, IA",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",80.952,78.501,81.279,88.498,88.405,95.996,104.174,112.130,116.844,113.981,108.172,100.000,99.608,94.109,99.817,95.795,100.412,107.178,113.579
 "19135","Monroe, IA",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",229846,230027,239738,262800,267542,294466,324475,363569,406095,396869,380590,366751,373089,362102,395940,390216,408450,436740,472824
 "19137","Montgomery, IA",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",364258,388739,370903,411243,413436,435066,415436,414287,441571,405216,406535,410646,407443,377196,405824,395398,396050,392449,416096
 "19137","Montgomery, IA",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",88.704,94.665,90.322,100.145,100.679,105.947,101.166,100.887,107.531,98.678,98.999,100.000,99.220,91.854,98.826,96.287,96.446,95.569,101.327
 "19137","Montgomery, IA",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",283891,304036,297588,343595,343546,368650,374442,381351,398309,375293,395148,410646,417647,391668,428806,421861,427923,434049,473076
 "19139","Muscatine, IA",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",2237442,2375148,2374866,2444463,2445854,2532908,2510059,2411396,2174754,2151414,2158059,2190056,2227369,2377277,2474720,2491245,2454540,2472525,2442328
 "19139","Muscatine, IA",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",102.164,108.452,108.439,111.616,111.680,115.655,114.612,110.107,99.301,98.236,98.539,100.000,101.704,108.549,112.998,113.753,112.077,112.898,111.519
 "19139","Muscatine, IA",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",1723676,1865377,1883032,1970840,2038406,2191328,2236776,2210266,2071367,2058288,2106101,2190056,2253371,2456809,2598602,2643291,2651567,2713751,2738698
 "19141","O'Brien, IA",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",506459,520639,559651,581107,591293,614163,599578,635051,606383,669143,712174,733372,754454,846480,857799,987417,1022308,991542,964234
 "19141","O'Brien, IA",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",69.059,70.993,76.312,79.238,80.627,83.745,81.756,86.593,82.684,91.242,97.110,100.000,102.875,115.423,116.966,134.641,139.398,135.203,131.480
 "19141","O'Brien, IA",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",369261,383112,426841,469482,467924,490348,517959,559376,516316,591275,689039,733372,772982,853656,837375,939702,1009181,986969,977791
 "19143","Osceola, IA",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",280618,288436,287426,333556,336961,490490,466498,422708,303013,360895,380006,383354,425833,491731,458411,411424,485714,493928,469782
 "19143","Osceola, IA",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",73.201,75.240,74.977,87.010,87.898,127.947,121.689,110.266,79.043,94.141,99.126,100.000,111.081,128.271,119.579,107.322,126.701,128.844,122.545
 "19143","Osceola, IA",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",202779,205329,212970,263644,255465,375757,394868,367582,253008,315695,370264,383354,436927,491686,432962,374810,462333,470394,452409
 "19145","Page, IA",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",474493,459144,476390,523804,521349,548061,533851,546699,586251,551258,535405,570249,573234,556852,559783,559057,554844,553637,574889
 "19145","Page, IA",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",83.208,80.516,83.541,91.855,91.425,96.109,93.617,95.870,102.806,96.670,93.890,100.000,100.523,97.651,98.165,98.037,97.298,97.087,100.814
 "19145","Page, IA",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",361792,354781,376591,432432,431578,461679,472653,495703,536878,514500,519856,570249,588061,577584,589121,591608,600088,611429,650701
 "19147","Palo Alto, IA",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",324157,329569,360057,407688,428214,577991,594955,546571,465497,461603,511898,537655,577433,621188,638784,591561,623218,620190,615505
 "19147","Palo Alto, IA",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",60.291,61.298,66.968,75.827,79.645,107.502,110.657,101.658,86.579,85.855,95.209,100.000,107.398,115.536,118.809,110.026,115.914,115.351,114.480
 "19147","Palo Alto, IA",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",235759,239958,272504,328777,334092,453416,508688,480062,395684,408067,495579,537655,592619,626937,617995,557607,609040,611926,615547
 "19149","Plymouth, IA",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",948573,982696,1035796,1137637,1122375,1171405,1200268,1235594,1242951,1269760,1232079,1233920,1273151,1289077,1318266,1398381,1457997,1477051,1490450
 "19149","Plymouth, IA",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",76.875,79.640,83.943,92.197,90.960,94.934,97.273,100.136,100.732,102.905,99.851,100.000,103.179,104.470,106.836,113.328,118.160,119.704,120.790
 "19149","Plymouth, IA",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",710206,753362,810023,915035,899343,942845,1015407,1080732,1092329,1148521,1187531,1233920,1301963,1317910,1337384,1411348,1498398,1519599,1557708
 "19151","Pocahontas, IA",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",265711,314249,307231,336029,331148,363071,348920,432163,442611,392029,441764,494088,564647,592687,687312,736325,564343,617555,622077
 "19151","Pocahontas, IA",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",53.778,63.602,62.181,68.010,67.022,73.483,70.619,87.467,89.581,79.344,89.410,100.000,114.281,119.956,139.107,149.027,114.219,124.989,125.904
 "19151","Pocahontas, IA",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",198994,233935,239367,280316,266394,293332,312163,391216,376111,347937,432020,494088,578473,592786,644810,646447,517997,570722,586272
 "19153","Polk, IA",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",24886246,25271427,27473312,29822371,31835793,30433868,33638457,29940472,29123694,29686694,29328968,31141272,30073945,33432437,36211860,37742546,37475461,37989082,38100157
 "19153","Polk, IA",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",79.914,81.151,88.222,95.765,102.230,97.728,108.019,96.144,93.521,95.329,94.180,100.000,96.573,107.357,116.283,121.198,120.340,121.990,122.346
 "19153","Polk, IA",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",19817890,20549767,22823939,25432923,27856787,27322296,30826723,27733081,27696517,28533552,28607831,31141272,30724564,34876979,38574352,40859259,40888020,42587943,43359753
 "19155","Pottawattamie, IA",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",3064181,3171310,3307083,3495947,3550800,3726828,3874863,4113176,4197302,3896763,3862143,4036970,4014131,3979713,4029617,3983149,3921027,4113175,4119417
 "19155","Pottawattamie, IA",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",75.903,78.557,81.920,86.598,87.957,92.317,95.984,101.888,103.972,96.527,95.669,100.000,99.434,98.582,99.818,98.667,97.128,101.888,102.042
 "19155","Pottawattamie, IA",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",2324895,2442663,2600616,2828724,2959267,3221489,3473406,3781992,3961313,3712762,3774183,4036970,4113927,4182551,4297214,4276462,4276512,4591724,4711486
 "19157","Poweshiek, IA",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",786964,819614,835410,907632,922130,936952,987137,918597,899648,907673,988396,1028538,1002075,1080992,1102078,1012561,985671,1052483,1072844
 "19157","Poweshiek, IA",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",76.513,79.687,81.223,88.245,89.654,91.096,95.975,89.311,87.469,88.249,96.097,100.000,97.427,105.100,107.150,98.447,95.832,102.328,104.308
 "19157","Poweshiek, IA",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",631309,664201,694877,781361,796467,819553,895462,840141,820867,846241,959993,1028538,1029733,1117963,1131247,1046677,1032745,1131482,1167674
 "19159","Ringgold, IA",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",106591,104958,104002,132248,128713,131533,118112,121958,140496,141071,151732,151878,177910,176362,188104,174009,204195,202603,204407
 "19159","Ringgold, IA",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",70.182,69.107,68.477,87.075,84.748,86.604,77.768,80.300,92.506,92.884,99.904,100.000,117.140,116.121,123.852,114.572,134.447,133.399,134.586
 "19159","Ringgold, IA",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",79784,80490,81715,108920,105703,111148,104508,109927,125040,129229,147626,151878,182329,179063,185507,168192,205103,204607,209698
 "19161","Sac, IA",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",333152,356365,335705,418193,413257,413494,443523,473401,466364,507676,502903,489516,544761,566664,578739,580404,578604,597318,575534
 "19161","Sac, IA",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",68.058,72.799,68.579,85.430,84.422,84.470,90.604,96.708,95.270,103.710,102.735,100.000,111.286,115.760,118.227,118.567,118.199,122.022,117.572
 "19161","Sac, IA",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",238330,255112,249315,328570,318050,323519,378177,411952,383618,439877,488088,489516,556673,566661,551884,533791,553764,574623,562925
 "19163","Scott, IA",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",6934681,7176473,7217751,7548965,7847549,7674782,7833607,7722177,7454934,7565030,7841580,8260498,8056679,8265983,8402756,8170168,8108525,8331786,8420464
 "19163","Scott, IA",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",83.950,86.877,87.377,91.386,95.001,92.909,94.832,93.483,90.248,91.581,94.929,100.000,97.533,100.066,101.722,98.906,98.160,100.863,101.937
 "19163","Scott, IA",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",5434139,5734876,5843674,6304939,6770302,6874061,7229871,7265231,7084412,7278875,7681812,8260498,8191142,8598778,8869280,8733228,8846411,9302482,9555654
 "19165","Shelby, IA",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",365629,393787,377452,443195,450313,464225,489263,540051,564590,576703,649159,728079,711247,689043,720642,677141,673109,694709,711394
